SampleName	Chr	Start	End	mak.num	median(logCN-1)
PGENE_1T	5	17087001	17189000	22	0.987284479719063
PGENE_1T	5	17189001	45906000	3933	0.591152789793226
PGENE_1T	5	45906001	47905640	21	1.12307019197595
PGENE_1T	5	47905641	58861000	1486	0.591727282599579
PGENE_1T	5	58861001	59448000	25	-0.832385159244889
PGENE_1T	5	59448001	60315000	17	0.571191380948556
PGENE_1T	5	60315001	60386000	0	0.00360223668019555
PGENE_1T	5	60386001	72832000	1601	0.582893154443183
PGENE_1T	5	72832001	72932000	5	0.0313951962755343
PGENE_1T	5	72932001	180915260	14511	0.59841284968358
PGENE_1T	6	1	829000	42	1.0142124448121
PGENE_1T	6	829001	8075000	1398	0.0360461001568595
PGENE_1T	6	8075001	30481000	3900	1.32803219030386
PGENE_1T	6	30481001	31278000	302	0.845028314649543
PGENE_1T	6	31278001	32892000	1466	1.43333339084649
PGENE_1T	6	32892001	33814000	385	0.826843351648964
PGENE_1T	6	33814001	34003000	34	0.211199139693262
PGENE_1T	6	34003001	38741000	549	0.582748670621304
PGENE_1T	6	38741001	39362000	59	0.924213928171997
PGENE_1T	6	39362001	60330165	3267	0.589332051871264
PGENE_1T	6	60330166	69422000	2088	0.670296504107494
PGENE_1T	6	69422001	69545000	13	0.0509543732051581
PGENE_1T	6	69545001	77101000	1530	0.588180927072624
PGENE_1T	6	77101001	79037000	505	1.25559137082729
PGENE_1T	6	79037001	84627000	780	0.0140695825016559
PGENE_1T	6	84627001	87179000	342	1.25368678273227
PGENE_1T	6	87179001	90249000	351	-0.0157387793155606
PGENE_1T	6	90249001	97969000	934	1.3270549688024
PGENE_1T	6	97969001	103817000	709	0.0337225223906528
PGENE_1T	6	103817001	104047000	102	1.2908961811883
PGENE_1T	6	104047001	133480000	4281	0.0244615301409958
PGENE_1T	6	133480001	133815000	53	1.29154462320587
PGENE_1T	6	133815001	133873000	10	0.0470497300459787
PGENE_1T	6	133873001	135075000	70	1.23434802990267
PGENE_1T	6	135075001	151865000	2466	0.021337582965695
PGENE_1T	6	151865001	152030000	27	0.955759158846881
PGENE_1T	6	152030001	162333000	1407	0.0387171075728536
PGENE_1T	6	162333001	162420000	49	-0.933049756075373
PGENE_1T	6	162420001	171115067	1787	0.0687395906723052
PGENE_1T	7	1	25707000	5649	1.31498648546852
PGENE_1T	7	25707001	25889000	0	0.614191558525292
PGENE_1T	7	25889001	32682000	856	1.31808541304295
PGENE_1T	7	32682001	32867000	58	0.916858764699754
PGENE_1T	7	32867001	33483000	62	1.27899576680628
PGENE_1T	7	33483001	33668000	5	0.999711432134074
PGENE_1T	7	33668001	59554330	3603	1.30614555930877
PGENE_1T	7	59554331	62470000	175	1.4479758500933
PGENE_1T	7	62470001	107156000	5888	0.983677694698067
PGENE_1T	7	107156001	159138663	8329	1.30456944933373
PGENE_1T	8	1	4542000	1485	0.0533199037983187
PGENE_1T	8	4542001	4974000	8	-4.16617886220942
PGENE_1T	8	4974001	43410000	6576	0.0306892040711406
PGENE_1T	8	43410001	45338886	5	0.840281941426945
PGENE_1T	8	45338887	47456000	0	0.975630186280824
PGENE_1T	8	47456001	75429000	3213	0.577392571369714
PGENE_1T	8	75429001	75550000	4	-0.839854274595421
PGENE_1T	8	75550001	89929000	1824	0.589044356767767
PGENE_1T	8	89929001	90051000	27	0.0510240030244669
PGENE_1T	8	90051001	142295000	8392	0.594835149234948
PGENE_1T	8	142295001	146364022	832	0.791522377696187
PGENE_1T	9	1	9344000	1915	0.0294175468350919
PGENE_1T	9	9344001	9623000	4	-0.944943206631065
PGENE_1T	9	9623001	17794000	1519	0.0339339114419317
PGENE_1T	9	17794001	21894000	728	-0.490050853695689
PGENE_1T	9	21894001	22119000	7	-2.52242628082577
PGENE_1T	9	22119001	29215000	961	-0.467134496893675
PGENE_1T	9	29215001	48867678	1599	0.0297708974065241
PGENE_1T	9	48867679	141213431	10193	0.0576928671683461
PGENE_1T	10	1	40754934	6767	0.0129261744442701
PGENE_1T	10	40754935	42526000	0	0.888460769558041
PGENE_1T	10	42526001	135534747	13472	0.0599781880037999
PGENE_1T	11	1	48739000	7310	0.0533894195446349
PGENE_1T	11	48739001	48817000	1	0.74153170397942
PGENE_1T	11	48817001	50294000	418	-0.0299562487377555
PGENE_1T	11	50294001	53144204	618	0.624381683854553
PGENE_1T	11	53144205	55012000	67	0.860764202628828
PGENE_1T	11	55012001	135006516	12684	0.0588706057482473
PGENE_1T	12	1	24100000	3912	1.31272325189986
PGENE_1T	12	24100001	34453000	1535	0.573132117802026
PGENE_1T	12	34453001	36356693	0	1.00536405466644
PGENE_1T	12	36356694	38406000	40	1.7895623355695
PGENE_1T	12	38406001	46947000	1249	1.30141205437129
PGENE_1T	12	46947001	116474000	9914	0.589379995477964
PGENE_1T	12	116474001	116619000	7	-0.0634091701760613
PGENE_1T	12	116619001	133851895	2719	0.605826167697802
PGENE_1T	13	1	17499999	0	0.559883331248321
PGENE_1T	13	17500000	115169878	13917	0.559883331248321
PGENE_1T	14	1	17499999	0	0.0373822220030802
PGENE_1T	14	17500000	104544000	11677	0.0373822220030802
PGENE_1T	14	104544001	106249000	88	0.301938766965336
PGENE_1T	14	106249001	106725000	58	-0.38279556814135
PGENE_1T	14	106725001	107349540	81	0.0314657764981889
PGENE_1T	15	1	18499999	0	0.0342861577119358
PGENE_1T	15	18500000	25409000	477	0.0342861577119358
PGENE_1T	15	25409001	25488000	1	0.630545260740791
PGENE_1T	15	25488001	45744000	1879	0.0413831790194064
PGENE_1T	15	45744001	45773000	0	1.47134355961072
PGENE_1T	15	45773001	102531392	8481	1.01260442758395
PGENE_1T	16	1	8927000	1962	0.0824982271171606
PGENE_1T	16	8927001	36835800	3146	0.74536642658117
PGENE_1T	16	36835801	78143000	4218	0.758089934201812
PGENE_1T	16	78143001	78268000	43	0.217789070755493
PGENE_1T	16	78268001	78372000	4	0.189097099100709
PGENE_1T	16	78372001	78526000	1	0.758686934995755
PGENE_1T	16	78526001	78791000	114	0.0422941262061698
PGENE_1T	16	78791001	79017000	104	0.757706017481343
PGENE_1T	16	79017001	79125000	51	0.252476214135217
PGENE_1T	16	79125001	90354753	2724	0.810854362411497
PGENE_1T	17	1	23763005	3228	1.01574732184828
PGENE_1T	17	23763006	81195210	8033	1.01510501387982
PGENE_1T	18	1	16960897	2832	0.990954860396993
PGENE_1T	18	16960898	50195000	4220	1.00403390128449
PGENE_1T	18	50195001	50661000	103	0.0401910718382952
PGENE_1T	18	50661001	78077248	4628	1.00187428553135
PGENE_1T	19	1	24391000	4219	0.604688133752798
PGENE_1T	19	24391001	26181781	0	0.995303605335244
PGENE_1T	19	26181782	28273000	26	0.984443524163572
PGENE_1T	19	28273001	59128983	5126	0.58990727002324
PGENE_1T	20	1	13990000	2335	1.01274743504729
PGENE_1T	20	13990001	14272000	34	0.0716940332696834
PGENE_1T	20	14272001	14410000	5	0.57381075939012
PGENE_1T	20	14410001	14544000	29	0.114766792665514
PGENE_1T	20	14544001	14656000	3	0.598460492470133
PGENE_1T	20	14656001	14797000	14	0.0323124699489439
PGENE_1T	20	14797001	15373000	177	0.59912732633497
PGENE_1T	20	15373001	15467000	50	1.07131647672319
PGENE_1T	20	15467001	15703000	45	0.614003044864904
PGENE_1T	20	15703001	27869568	1629	1.01731620516938
PGENE_1T	20	27869569	61635000	4906	1.02991221340633
PGENE_1T	20	61635001	61796000	64	0.750220591252932
PGENE_1T	20	61796001	63025520	69	1.19206788447965
PGENE_1T	21	1	12788128	0	0.59402296887754
PGENE_1T	21	12788129	27021000	2202	0.59402296887754
PGENE_1T	21	27021001	27110000	4	0.0264459803038009
PGENE_1T	21	27110001	48129895	4160	0.61461562421961
PGENE_1T	22	1	14499999	0	1.54153961930697
PGENE_1T	22	14500000	51304566	5162	1.54153961930697
PGENE_1T	X	1	2961000	22	-5.88683294326727
PGENE_1T	X	2961001	58171000	4635	-0.00766661824906512
PGENE_1T	X	58171001	60132011	6	0.579662897016007
PGENE_1T	X	60132012	62048000	0	0.613343053003822
PGENE_1T	X	62048001	155270560	4601	-0.0191703792493262
PGENE_1T	Y	1	11604552	0	-0.635763768826003
PGENE_1T	Y	11604553	59373566	0	0.0513024887006313
PGENE_2T	1	1	123035433	15492	0.0064775640712047
PGENE_2T	1	123035434	249250621	15581	0.00719550140420377
PGENE_2T	2	1	93826170	12233	0.0078413396784629
PGENE_2T	2	93826171	243199373	17159	0.00769784504527427
PGENE_2T	3	1	92004853	12804	0.00884540268242517
PGENE_2T	3	92004854	198022430	14034	0.00776959414591771
PGENE_2T	4	1	51160116	7631	0.00389002743337197
PGENE_2T	4	51160117	191154276	20750	0.0016581460456826
PGENE_2T	5	1	47905640	8221	0.00475305539981941
PGENE_2T	5	47905641	180915260	18271	0.00820001383213609
PGENE_2T	6	1	60330165	9908	0.00913214952379438
PGENE_2T	6	60330166	67950000	905	-0.0141352987574673
PGENE_2T	6	67950001	68114000	0	0.295429166703961
PGENE_2T	6	68114001	171115067	14911	-0.010860992631767
PGENE_2T	7	1	59554330	10368	0.00733904600816193
PGENE_2T	7	59554331	159138663	13443	0.00331438850667709
PGENE_2T	8	1	45338886	8582	0.00475305539981941
PGENE_2T	8	45338887	146364022	14195	0.00776959414591771
PGENE_2T	9	1	48867678	5936	-0.010279670959395
PGENE_2T	9	48867679	141213431	10212	0.00776959414591771
PGENE_2T	10	1	40754934	6437	0.00136990968472395
PGENE_2T	10	40754935	135534747	12346	0.00970547228366714
PGENE_2T	11	1	53144204	7650	0.00920382732983982
PGENE_2T	11	53144205	57493000	255	0.031959741397545
PGENE_2T	11	57493001	57753000	1	0.341302652973009
PGENE_2T	11	57753001	57848000	26	0.00245049923482243
PGENE_2T	11	57848001	58239000	333	0.383054501449792
PGENE_2T	11	58239001	66183000	1024	-0.00187672368803005
PGENE_2T	11	66183001	66711000	11	0.354734239970604
PGENE_2T	11	66711001	74696000	832	0.0909888884147723
PGENE_2T	11	74696001	75221000	37	0.434134457909336
PGENE_2T	11	75221001	75880000	42	0.201947456441158
PGENE_2T	11	75880001	78230000	318	0.45580721674484
PGENE_2T	11	78230001	101825000	3894	0.0287105859541401
PGENE_2T	11	101825001	102612000	95	0.511670437570374
PGENE_2T	11	102612001	102929000	36	-0.0183665069062739
PGENE_2T	11	102929001	103224000	78	0.533114772253737
PGENE_2T	11	103224001	135006516	4444	-0.00216566721811451
PGENE_2T	12	1	36356693	5136	0.00561556740690983
PGENE_2T	12	36356694	133851895	12692	0.00539998774258965
PGENE_2T	13	1	17499999	0	0.00223444606468615
PGENE_2T	13	17500000	115169878	15675	0.00223444606468615
PGENE_2T	14	1	17499999	0	0.0059029568582365
PGENE_2T	14	17500000	107349540	12900	0.0059029568582365
PGENE_2T	15	1	18499999	0	0.00762609237617795
PGENE_2T	15	18500000	102531392	12332	0.00762609237617795
PGENE_2T	16	1	36835800	5620	-0.0042622402706014
PGENE_2T	16	36835801	90354753	7466	0.000793264144840489
PGENE_2T	17	1	23763005	3582	-0.0027437279454271
PGENE_2T	17	23763006	81195210	7228	-0.015155489252169
PGENE_2T	18	1	16960897	3003	0.00827173796354308
PGENE_2T	18	16960898	78077248	9125	0.00654937388386201
PGENE_2T	19	1	26181781	4051	-0.0372659094041971
PGENE_2T	19	26181782	59128983	5762	-0.0173440440421523
PGENE_2T	20	1	27869568	4584	0.0144267117558716
PGENE_2T	20	27869569	63025520	4552	0.0049687317486784
PGENE_2T	21	1	12788128	0	0.00230646738316898
PGENE_2T	21	12788129	48129895	5619	0.00230646738316898
PGENE_2T	22	1	14499999	0	0.000937447139252923
PGENE_2T	22	14500000	51304566	4963	0.000937447139252923
PGENE_2T	X	1	60132011	3839	-0.000865876813561428
PGENE_2T	X	60132012	155270560	4693	0.000576962631520628
PGENE_2T	Y	1	11604552	0	-1.1268955298759
PGENE_2T	Y	11604553	59373566	0	-0.49431228106563
PGENE_4T	1	1	38211000	4487	1.03583502038752
PGENE_4T	1	38211001	38407000	29	0.0194884295913602
PGENE_4T	1	38407001	51809000	1671	1.00945467161036
PGENE_4T	1	51809001	52253000	7	1.56259656620065
PGENE_4T	1	52253001	123035433	9946	0.990228793426012
PGENE_4T	1	123035434	239626000	13057	0.991571730149845
PGENE_4T	1	239626001	249250621	1609	-0.0225368887605334
PGENE_4T	2	1	93826170	13278	0.990991154155335
PGENE_4T	2	93826171	243199373	19681	0.982327386199535
PGENE_4T	3	1	51107000	6974	1.0036022366802
PGENE_4T	3	51107001	51169000	0	-0.0804692236127109
PGENE_4T	3	51169001	92004853	6591	0.983495294414508
PGENE_4T	3	92004854	99248000	2355	-0.0629569855489811
PGENE_4T	3	99248001	100215000	69	1.61013307645606
PGENE_4T	3	100215001	109402000	958	-0.0277484921741464
PGENE_4T	3	109402001	110159000	133	0.924251940345866
PGENE_4T	3	110159001	111302000	183	-0.0479646959925281
PGENE_4T	3	111302001	114099000	375	1.00809242094872
PGENE_4T	3	114099001	114777000	11	0.0620526156630998
PGENE_4T	3	114777001	114895000	0	1.58921218588353
PGENE_4T	3	114895001	115929000	117	0.0511632525821146
PGENE_4T	3	115929001	116338000	65	-0.98521624737293
PGENE_4T	3	116338001	118171000	203	0.0112093614203033
PGENE_4T	3	118171001	118704000	75	1.5699285005547
PGENE_4T	3	118704001	161352000	5394	0.0211243400356065
PGENE_4T	3	161352001	161551000	66	1.50456954762951
PGENE_4T	3	161551001	164316000	489	-0.108580813153921
PGENE_4T	3	164316001	165371000	258	1.52165382826663
PGENE_4T	3	165371001	168543000	391	-0.0457292298551206
PGENE_4T	3	168543001	168676000	0	1.5649390398472
PGENE_4T	3	168676001	171210000	280	0.0173518417877749
PGENE_4T	3	171210001	171920000	75	1.6014825919661
PGENE_4T	3	171920001	173440000	146	-0.00773913917505531
PGENE_4T	3	173440001	174891000	165	1.55919810493023
PGENE_4T	3	174891001	198022430	3384	0.00381808512698223
PGENE_4T	4	1	26375000	3912	1.01389098471724
PGENE_4T	4	26375001	26454000	12	1.317159328453
PGENE_4T	4	26454001	51160116	3379	0.948413957792869
PGENE_4T	4	51160117	118023000	9889	0.954531349038551
PGENE_4T	4	118023001	118100000	13	-0.15352674250009
PGENE_4T	4	118100001	181308000	8750	0.950207100310219
PGENE_4T	4	181308001	181966000	110	0.00266652005440515
PGENE_4T	4	181966001	182020000	18	-1.09034208568962
PGENE_4T	4	182020001	182401000	141	-0.000432873446530535
PGENE_4T	4	182401001	182449000	13	-0.981365825860949
PGENE_4T	4	182449001	182715000	53	-4.58727266140836
PGENE_4T	4	182715001	182746000	6	0.345453150938426
PGENE_4T	4	182746001	182934000	37	1.58419285810974
PGENE_4T	4	182934001	183429000	57	1.30480305578542
PGENE_4T	4	183429001	183682000	54	0.618097668735311
PGENE_4T	4	183682001	188716000	1222	0.996894866446108
PGENE_4T	4	188716001	189137000	40	0.821506141897494
PGENE_4T	4	189137001	191154276	334	0.932476982627428
PGENE_4T	5	1	1134000	90	0.147957881387101
PGENE_4T	5	1134001	1293000	5	1.65434388005304
PGENE_4T	5	1293001	1356000	3	0.0968015818491688
PGENE_4T	5	1356001	1514000	34	1.67034183125269
PGENE_4T	5	1514001	45692000	7532	-0.0090451396030069
PGENE_4T	5	45692001	47905640	381	1.63487202316421
PGENE_4T	5	47905641	152705000	13668	0.989393364422709
PGENE_4T	5	152705001	180915260	3614	1.5699285005547
PGENE_4T	6	1	60330165	11852	1.01174608498738
PGENE_4T	6	60330166	125281000	9794	0.945682607521406
PGENE_4T	6	125281001	125363000	0	1.5000116679272
PGENE_4T	6	125363001	129817000	308	0.974235604209071
PGENE_4T	6	129817001	129955000	11	0.578793832676753
PGENE_4T	6	129955001	157118000	3915	0.992224598994857
PGENE_4T	6	157118001	171115067	2643	0.0666747627244602
PGENE_4T	7	1	59554330	9145	0.992260860824945
PGENE_4T	7	59554331	142048000	11556	0.972839672759196
PGENE_4T	7	142048001	142232000	4	1.34101793488069
PGENE_4T	7	142232001	142957000	138	0.932817102741851
PGENE_4T	7	142957001	143011000	0	0.0344974641994449
PGENE_4T	7	143011001	159138663	2880	0.980317832310682
PGENE_4T	8	1	36773000	7970	0.0196307563355085
PGENE_4T	8	36773001	37888000	46	1.00299049064768
PGENE_4T	8	37888001	38157000	0	0.00820001383213609
PGENE_4T	8	38157001	38949000	129	1.00252250976871
PGENE_4T	8	38949001	39647000	73	1.21387604338294
PGENE_4T	8	39647001	42539000	636	0.959807242010891
PGENE_4T	8	42539001	43410000	5	1.26837450461891
PGENE_4T	8	43410001	45338886	0	1.59464408910477
PGENE_4T	8	45338887	54495000	489	0.967205504632178
PGENE_4T	8	54495001	54725000	4	0.0343565966466417
PGENE_4T	8	54725001	110261000	6735	0.964287722491733
PGENE_4T	8	110261001	146364022	5691	1.57313211780203
PGENE_4T	9	1	19174000	3595	-0.971855232286621
PGENE_4T	9	19174001	19257000	1	-7.51952805477252
PGENE_4T	9	19257001	20523000	100	-0.0340125981752685
PGENE_4T	9	20523001	21562000	138	-5.95679550143483
PGENE_4T	9	21562001	21737000	111	-0.266298586541319
PGENE_4T	9	21737001	22014000	167	-5.24605322791223
PGENE_4T	9	22014001	22052000	0	0.0632268019969815
PGENE_4T	9	22052001	22241000	65	-0.926728163575481
PGENE_4T	9	22241001	22624000	38	-0.0343080507752954
PGENE_4T	9	22624001	23150000	57	-1.03238868954131
PGENE_4T	9	23150001	23681000	87	-0.0126063644033383
PGENE_4T	9	23681001	24204000	23	-1.04364591535463
PGENE_4T	9	24204001	24605000	1	-5.56661319084226
PGENE_4T	9	24605001	25122000	137	-0.104619816502169
PGENE_4T	9	25122001	25188000	0	-1.27578631324264
PGENE_4T	9	25188001	25755000	145	-0.0391917746110201
PGENE_4T	9	25755001	26045000	68	-0.984217002759073
PGENE_4T	9	26045001	26760000	192	-6.33934514796477
PGENE_4T	9	26760001	27630000	162	-0.95847663781565
PGENE_4T	9	27630001	27784000	18	0.589475877911847
PGENE_4T	9	27784001	28741000	173	-0.0281162170610272
PGENE_4T	9	28741001	29141000	115	-6.93898422531837
PGENE_4T	9	29141001	33914000	751	-0.0295144270598774
PGENE_4T	9	33914001	34171000	14	0.923795728144039
PGENE_4T	9	34171001	34383000	20	-0.108503041932594
PGENE_4T	9	34383001	48867678	570	0.618661533527385
PGENE_4T	9	48867679	89786000	2701	0.580627910457265
PGENE_4T	9	89786001	89819000	7	0.0982847957234225
PGENE_4T	9	89819001	90257000	155	1.02697706628104
PGENE_4T	9	90257001	90499000	58	0.146785540988701
PGENE_4T	9	90499001	91129000	169	0.910003456216357
PGENE_4T	9	91129001	91345000	22	0.533064921869638
PGENE_4T	9	91345001	91376000	1	0.980646860005945
PGENE_4T	9	91376001	91666000	66	0.0562366849842693
PGENE_4T	9	91666001	92302000	58	1.03432137760918
PGENE_4T	9	92302001	92983000	115	0.631616528637451
PGENE_4T	9	92983001	93416000	93	0.970375130205015
PGENE_4T	9	93416001	93776000	87	0.660152814876375
PGENE_4T	9	93776001	94005000	12	1.02892271059601
PGENE_4T	9	94005001	94650000	48	0.593066876830958
PGENE_4T	9	94650001	94829000	35	0.0332996513448633
PGENE_4T	9	94829001	95093000	17	0.603026890081518
PGENE_4T	9	95093001	95218000	0	-0.00614452029790102
PGENE_4T	9	95218001	95310000	5	0.860803923861768
PGENE_4T	9	95310001	95392000	7	-0.0203404482841756
PGENE_4T	9	95392001	95687000	21	0.859572056817247
PGENE_4T	9	95687001	95836000	44	0.0553345017510993
PGENE_4T	9	95836001	95968000	33	0.653151759500124
PGENE_4T	9	95968001	96483000	178	0.984078894165956
PGENE_4T	9	96483001	96623000	7	0.00776959414591771
PGENE_4T	9	96623001	96705000	15	0.64574776506614
PGENE_4T	9	96705001	96824000	53	0.0824300999459491
PGENE_4T	9	96824001	96989000	18	0.827940937356929
PGENE_4T	9	96989001	98777000	103	0.0415934486591822
PGENE_4T	9	98777001	99617000	108	1.00572334516012
PGENE_4T	9	99617001	100090000	47	1.60968405471037
PGENE_4T	9	100090001	100386000	60	0.092478087200385
PGENE_4T	9	100386001	105027000	504	0.607294800819213
PGENE_4T	9	105027001	105189000	27	-0.104154531062459
PGENE_4T	9	105189001	141213431	4408	0.607436847296055
PGENE_4T	10	1	3784000	682	1.02258087225512
PGENE_4T	10	3784001	4058000	45	0.0738202332916713
PGENE_4T	10	4058001	4362000	38	1.0562019960594
PGENE_4T	10	4362001	4428000	17	0.163756333397909
PGENE_4T	10	4428001	4794000	16	1.03959464865226
PGENE_4T	10	4794001	5000000	49	0.0756695352328323
PGENE_4T	10	5000001	13711000	1737	0.995267419904251
PGENE_4T	10	13711001	13998000	97	0.0658480033660813
PGENE_4T	10	13998001	14057000	0	1.00920382732984
PGENE_4T	10	14057001	14119000	0	0.139207520271254
PGENE_4T	10	14119001	30119000	2876	0.960585844650059
PGENE_4T	10	30119001	30189000	21	0.102120589541717
PGENE_4T	10	30189001	31867000	266	0.988993640342981
PGENE_4T	10	31867001	32012000	36	0.134352386623363
PGENE_4T	10	32012001	32125000	0	0.989248023025695
PGENE_4T	10	32125001	32214000	0	0.641176059848187
PGENE_4T	10	32214001	32401000	0	0.0172805676706795
PGENE_4T	10	32401001	40754934	712	0.950655037918689
PGENE_4T	10	40754935	89830000	6074	0.989502360862381
PGENE_4T	10	89830001	135534747	7422	0.0551956542421246
PGENE_4T	11	1	53144204	8824	0.0308304301532747
PGENE_4T	11	53144205	58624000	829	-0.0128974650986136
PGENE_4T	11	58624001	60734000	287	0.615934143133232
PGENE_4T	11	60734001	60966000	18	0.0727232310216204
PGENE_4T	11	60966001	61923000	109	0.657228401161096
PGENE_4T	11	61923001	67030000	621	0.0467704221624503
PGENE_4T	11	67030001	68238000	141	0.634779110909094
PGENE_4T	11	68238001	68308000	15	-0.0691491433591784
PGENE_4T	11	68308001	71102000	329	2.44938969359282
PGENE_4T	11	71102001	99175000	3831	0.00683657739665833
PGENE_4T	11	99175001	99232000	5	-7.64385618977472
PGENE_4T	11	99232001	135006516	5597	0.0461417816447207
PGENE_4T	12	1	36356693	5772	0.999098033705607
PGENE_4T	12	36356694	129489000	12459	0.985791854412712
PGENE_4T	12	129489001	129560000	5	0.517426884767286
PGENE_4T	12	129560001	133851895	945	1.03495518877665
PGENE_4T	13	1	17499999	0	0.563841478880328
